geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;notes;Lat;Lon 
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2966767, 48.88447319972097]]}";n5209260115;NON;20;;public;NON;NON;arceaux;;48.8844731997;2.2966767
"{""type"": ""MultiPoint"", ""coordinates"": [[2.343195, 48.83368339973356]]}";n7119749886;NON;2;;public;NON;NON;arceaux;;48.8336833997;2.343195
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2545563, 48.89387019971861]]}";n5433218765;NON;6;;public;NON;NON;arceaux;;48.8938701997;2.2545563
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3030947, 48.830928199734245]]}";n7555703000;NON;4;;public;NON;NON;arceaux;;48.8309281997;2.3030947
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3051897, 48.890312099719516]]}";n5679743114;NON;10;;public;NON;NON;arceaux;;48.8903120997;2.3051897
"{""type"": ""MultiPoint"", ""coordinates"": [[2.383996, 48.81103879973919]]}";n4115037350;OUI;40;Véligo;clientele;OUI;NON;abri;;48.8110387997;2.383996
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3652052, 48.82696059973523]]}";n7513749206;NON;2;;public;NON;NON;arceaux;;48.8269605997;2.3652052
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3343109, 48.883561699721206]]}";n5691549960;NON;10;;public;NON;NON;arceaux;;48.8835616997;2.3343109
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3661418, 48.87445809972344]]}";n5215669210;NON;18;;public;NON;NON;arceaux;;48.8744580997;2.3661418
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3825384, 48.88957469971968]]}";n4294770468;NON;4;;public;NON;NON;arceaux;;48.8895746997;2.3825384
"{""type"": ""MultiPoint"", ""coordinates"": [[2.365084, 48.84808699972999]]}";n5630797847;NON;6;;public;NON;NON;inconnu;;48.8480869997;2.365084
"{""type"": ""MultiPoint"", ""coordinates"": [[2.317665046719314, 48.815463799741416]]}";w708558498;NON;6;;public;NON;NON;arceaux;;48.8154637997;2.31766504672
"{""type"": ""MultiPoint"", ""coordinates"": [[2.153806, 48.796914099742686]]}";n5985613858;NON;8;;public;NON;NON;ancrage;;48.7969140997;2.153806
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2706231, 48.85156019972912]]}";n5615336496;NON;2;;public;NON;NON;inconnu;;48.8515601997;2.2706231
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3938042, 48.840118399731956]]}";n5630714296;NON;6;;public;NON;NON;inconnu;;48.8401183997;2.3938042
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5122053, 48.82492469973571]]}";n2806072743;OUI;10;;public;NON;NON;inconnu;;48.8249246997;2.5122053
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3266567, 48.821962099736474]]}";n5309333717;NON;6;;public;NON;NON;inconnu;;48.8219620997;2.3266567
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3474976, 48.87963809972215]]}";n5913836642;NON;10;;public;NON;NON;arceaux;;48.8796380997;2.3474976
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3081498, 48.87065789972439]]}";n3362355971;NON;8;;public;NON;NON;arceaux;;48.8706578997;2.3081498
"{""type"": ""MultiPoint"", ""coordinates"": [[2.288813, 48.8428315997313]]}";n5628185735;NON;4;;public;NON;NON;inconnu;;48.8428315997;2.288813
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4037771, 48.83202889973397]]}";n2274517028;NON;12;;public;NON;NON;arceaux;;48.8320288997;2.4037771
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4574191, 48.89468839971841]]}";n5039382604;NON;14;;public;NON;NON;inconnu;;48.8946883997;2.4574191
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4062328, 48.851363999729166]]}";n2256110890;NON;6;;public;NON;NON;arceaux;;48.8513639997;2.4062328
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3738302, 48.855121499728256]]}";n5630763909;NON;20;;public;NON;NON;arceaux;;48.8551214997;2.3738302
"{""type"": ""MultiPoint"", ""coordinates"": [[1.859048725, 48.65370759978999]]}";w783273189;OUI;0;;public;NON;NON;abri;;48.6537075998;1.859048725
"{""type"": ""MultiPoint"", ""coordinates"": [[2.305408, 48.901091699716844]]}";n4360338291;NON;0;;public;NON;NON;inconnu;;48.9010916997;2.305408
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3475656, 48.83396319973348]]}";n5628678481;NON;12;;public;NON;NON;arceaux;;48.8339631997;2.3475656
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3403993, 48.875737399723135]]}";n6983447388;NON;10;;public;NON;NON;arceaux;;48.8757373997;2.3403993
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3468576, 48.883869899721105]]}";n5623107451;NON;4;;public;NON;NON;inconnu;;48.8838698997;2.3468576
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3528945, 48.87496449972331]]}";n4904815607;NON;20;;public;NON;NON;arceaux;;48.8749644997;2.3528945
"{""type"": ""MultiPoint"", ""coordinates"": [[1.9606488, 48.83054519973433]]}";n2797671308;OUI;44;;public;NON;NON;ratelier;;48.8305451997;1.9606488
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3149332, 48.856296799727936]]}";n5462780577;NON;2;;public;NON;NON;arceaux;;48.8562967997;2.3149332
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3799752, 48.81358949973854]]}";n6299383784;NON;4;;public;NON;NON;arceaux;;48.8135894997;2.3799752
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0401513, 48.930613999709514]]}";n3241154565;NON;4;;public;NON;NON;arceaux;;48.9306139997;2.0401513
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4867436, 48.794008899743396]]}";n2559599240;NON;4;;public;NON;NON;arceaux;;48.7940088997;2.4867436
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3881142, 48.86108299972677]]}";n5630763913;NON;20;;public;NON;NON;arceaux;;48.8610829997;2.3881142
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3089287, 48.84756999973012]]}";n1251064481;NON;10;;public;NON;NON;arceaux;;48.8475699997;2.3089287
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2431669, 48.82460189973581]]}";n1526196973;NON;0;;public;NON;NON;inconnu;;48.8246018997;2.2431669
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3529808, 48.894934199718364]]}";n6060058866;NON;6;;public;NON;NON;arceaux;;48.8949341997;2.3529808
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5473515, 48.66710979977487]]}";n5458965384;OUI;108;;clientele;OUI;NON;inconnu;;48.6671097998;2.5473515
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3842193, 48.842163099731444]]}";n7485089626;NON;10;;public;NON;NON;arceaux;;48.8421630997;2.3842193
"{""type"": ""MultiPoint"", ""coordinates"": [[2.440875, 48.8459779997305]]}";n4037878821;NON;7;13, Avenue Foch;public;NON;NON;arceaux;;48.8459779997;2.440875
"{""type"": ""MultiPoint"", ""coordinates"": [[2.388563, 48.84954199972962]]}";n2177689676;NON;0;;public;NON;NON;arceaux;;48.8495419997;2.388563
"{""type"": ""MultiPoint"", ""coordinates"": [[2.378514, 48.85086539972929]]}";n5630763881;NON;8;;public;NON;NON;arceaux;;48.8508653997;2.378514
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3369705, 48.8976596997177]]}";n6524767782;NON;16;;public;NON;NON;arceaux;;48.8976596997;2.3369705
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3714569, 48.85456579972838]]}";n2190097098;NON;18;;public;NON;NON;arceaux;;48.8545657997;2.3714569
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2846106, 48.89265109971893]]}";n3712386019;NON;14;;public;NON;NON;arceaux;;48.8926510997;2.2846106
"{""type"": ""MultiPoint"", ""coordinates"": [[2.161146, 48.4361179998319]]}";n6052835947;NON;2;;public;NON;NON;arceaux;;48.4361179998;2.161146
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2383597, 48.90787889971516]]}";n4112164929;NON;8;;public;NON;NON;arceaux;;48.9078788997;2.2383597
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2372796, 48.70758879976483]]}";n3437481970;OUI;10;;public;NON;NON;arceaux;;48.7075887998;2.2372796
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3926398, 48.84819999972995]]}";n5686045177;NON;8;;public;NON;NON;arceaux;;48.8481999997;2.3926398
"{""type"": ""MultiPoint"", ""coordinates"": [[2.378268, 48.876477599722946]]}";n5396814821;NON;8;;public;NON;NON;arceaux;;48.8764775997;2.378268
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4855025, 48.803084499741146]]}";n770357326;NON;6;;public;NON;NON;inconnu;;48.8030844997;2.4855025
"{""type"": ""MultiPoint"", ""coordinates"": [[2.045966, 48.78988879974442]]}";n5664224425;NON;8;;public;NON;NON;arceaux;;48.7898887997;2.045966
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3135259, 48.88696929972033]]}";n5620640093;NON;6;;public;NON;NON;arceaux;;48.8869692997;2.3135259
"{""type"": ""MultiPoint"", ""coordinates"": [[2.344028, 48.84791489973004]]}";n5628655339;NON;17;;public;NON;NON;inconnu;;48.8479148997;2.344028
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2835376, 48.88202939972157]]}";n5679736870;NON;18;;public;NON;NON;arceaux;;48.8820293997;2.2835376
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3754742, 48.685354799770344]]}";n7270625515;NON;3;;public;NON;NON;arceaux;;48.6853547998;2.3754742
"{""type"": ""MultiPoint"", ""coordinates"": [[1.7125273, 48.98988959969483]]}";n7146809730;NON;4;;public;NON;NON;arceaux;;48.9898895997;1.7125273
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4042442, 48.8323694997339]]}";n2337084192;NON;18;;public;NON;NON;arceaux;;48.8323694997;2.4042442
"{""type"": ""MultiPoint"", ""coordinates"": [[2.272053, 48.75261209975368]]}";n6284438466;NON;5;;public;NON;NON;ratelier;;48.7526120998;2.272053
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1436753, 48.878175099722526]]}";n4917051949;NON;2;;public;NON;NON;arceaux;;48.8781750997;2.1436753
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2393852, 48.84386779973103]]}";n1233484777;NON;0;;public;NON;NON;inconnu;;48.8438677997;2.2393852
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3137026, 48.84145339973163]]}";n2357192571;NON;10;;public;NON;NON;arceaux;;48.8414533997;2.3137026
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2924959, 48.84065289973184]]}";n7578076929;NON;2;;public;NON;NON;arceaux;;48.8406528997;2.2924959
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2912562, 48.851674499729086]]}";n3291119026;NON;28;;public;NON;NON;arceaux;;48.8516744997;2.2912562
"{""type"": ""MultiPoint"", ""coordinates"": [[1.9831474, 48.98105469969702]]}";n5463726925;OUI;40;Véligo Gare de Vernouillet-Verneuil;clientele;OUI;NON;abri;;48.9810546997;1.9831474
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2242794, 48.83701729973273]]}";n1684652273;NON;0;;public;NON;NON;inconnu;;48.8370172997;2.2242794
"{""type"": ""MultiPoint"", ""coordinates"": [[2.302392, 48.82226599973639]]}";n5035230144;NON;0;;public;NON;NON;inconnu;;48.8222659997;2.302392
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3941694, 48.90114739971682]]}";n7248198092;NON;8;;public;NON;NON;inconnu;;48.9011473997;2.3941694
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3423853, 48.81793569973746]]}";n3401703503;NON;15;;public;NON;NON;ratelier;;48.8179356997;2.3423853
"{""type"": ""MultiPoint"", ""coordinates"": [[2.316685, 48.83481509973329]]}";n5628642387;NON;14;;public;NON;NON;inconnu;;48.8348150997;2.316685
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3454034, 48.884753399720886]]}";n5542626791;NON;18;;public;NON;NON;arceaux;;48.8847533997;2.3454034
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4085717, 48.83489769973327]]}";n5630714228;NON;12;;public;NON;NON;inconnu;;48.8348976997;2.4085717
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4720402, 48.84608809973047]]}";n7475205944;NON;4;;public;NON;NON;inconnu;;48.8460880997;2.4720402
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1655452, 48.99019269969474]]}";n6362105231;NON;4;;public;NON;NON;arceaux;;48.9901926997;2.1655452
"{""type"": ""MultiPoint"", ""coordinates"": [[2.268954, 48.723556199760864]]}";n4207786076;NON;4;;public;NON;NON;arceaux;;48.7235561998;2.268954
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3518408, 48.84113079973171]]}";n7537095794;NON;8;;public;NON;NON;arceaux;;48.8411307997;2.3518408
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3465451, 48.87635309972297]]}";n5625185245;NON;6;;public;NON;NON;inconnu;;48.8763530997;2.3465451
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2853269, 48.835396599733144]]}";n4348836977;NON;10;;public;NON;NON;arceaux;;48.8353965997;2.2853269
"{""type"": ""MultiPoint"", ""coordinates"": [[2.263298, 48.84797099973001]]}";n5615336493;NON;4;;public;NON;NON;inconnu;;48.8479709997;2.263298
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3498788, 48.872177199724014]]}";n2177689731;NON;12;;public;NON;NON;arceaux;;48.8721771997;2.3498788
"{""type"": ""MultiPoint"", ""coordinates"": [[2.386323, 48.852077599729014]]}";n2441684707;NON;6;;public;NON;NON;arceaux;;48.8520775997;2.386323
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4128478, 48.88921049971977]]}";n7235508676;NON;8;;public;NON;NON;arceaux;;48.8892104997;2.4128478
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3857046, 48.87949819972219]]}";n5627507633;NON;6;;public;NON;NON;inconnu;;48.8794981997;2.3857046
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3200679, 48.83161489973409]]}";n7489638529;NON;12;;public;NON;NON;arceaux;;48.8316148997;2.3200679
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3196575, 48.85045319972938]]}";n4904815617;NON;10;;public;NON;NON;arceaux;;48.8504531997;2.3196575
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2264734, 48.88898749971984]]}";n5165049150;NON;10;;public;NON;NON;arceaux;;48.8889874997;2.2264734
"{""type"": ""MultiPoint"", ""coordinates"": [[2.340348, 48.88473969972089]]}";n635772329;NON;16;;public;NON;NON;arceaux;;48.8847396997;2.340348
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2263358, 48.88859939971994]]}";n5165049149;NON;8;;public;NON;NON;arceaux;;48.8885993997;2.2263358
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3484793, 48.861527399726654]]}";n6886286567;NON;6;;public;NON;NON;arceaux;;48.8615273997;2.3484793
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3066315, 48.8411483997317]]}";n2415333557;NON;24;;public;NON;NON;arceaux;;48.8411483997;2.3066315
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2403095, 48.84108789973171]]}";n1107513989;NON;0;;public;NON;NON;inconnu;;48.8410878997;2.2403095
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3597886, 48.87226579972398]]}";n5613890222;NON;4;;public;NON;NON;arceaux;;48.8722657997;2.3597886
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2858522, 48.834528199733356]]}";n7484776257;NON;12;;public;NON;NON;inconnu;;48.8345281997;2.2858522
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0885946, 48.99101119969455]]}";n5873266210;NON;0;;public;NON;NON;autres;;48.9910111997;2.0885946
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2991646, 48.85884009972732]]}";n7599478962;NON;2;;public;NON;NON;arceaux;;48.8588400997;2.2991646
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1569104, 48.700446299766604]]}";n6573902930;NON;0;;privee;NON;NON;ratelier;;48.7004462998;2.1569104
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3271088, 48.88401299972108]]}";n5620642738;NON;6;;public;NON;NON;inconnu;;48.8840129997;2.3271088
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2700199, 48.884299499721]]}";n4879411750;NON;20;;public;NON;NON;arceaux;;48.8842994997;2.2700199
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2471561, 48.714072699763214]]}";n5375419115;NON;6;MJC;public;NON;NON;arceaux;;48.7140726998;2.2471561
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2524498, 48.821628299736545]]}";n4715457023;NON;10;;public;NON;NON;arceaux;;48.8216282997;2.2524498
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3392684, 48.865983899725535]]}";n5625240488;NON;4;;public;NON;NON;arceaux;;48.8659838997;2.3392684
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3014871, 48.86651149972541]]}";n5615384692;NON;2;;public;NON;NON;inconnu;;48.8665114997;2.3014871
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2600468, 48.736962499757546]]}";n5154959778;NON;12;;public;NON;NON;arceaux;;48.7369624998;2.2600468
"{""type"": ""MultiPoint"", ""coordinates"": [[2.169332, 48.68242379977105]]}";n4641622274;NON;20;;public;NON;NON;arceaux;;48.6824237998;2.169332
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3761016, 48.84859859972986]]}";n565024743;NON;12;;public;NON;NON;inconnu;;48.8485985997;2.3761016
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2719742, 48.85618109972797]]}";n5537552221;NON;4;;public;NON;NON;arceaux;;48.8561810997;2.2719742
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4884658, 48.850636799729344]]}";n1551896004;NON;4;;public;NON;NON;ratelier;;48.8506367997;2.4884658
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3504341, 48.86270719972637]]}";n6867794907;NON;20;;public;NON;NON;arceaux;;48.8627071997;2.3504341
"{""type"": ""MultiPoint"", ""coordinates"": [[2.195655, 48.8870755997203]]}";n6897970818;NON;5;;public;NON;NON;arceaux;;48.8870755997;2.195655
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3061392, 48.8476322997301]]}";n7599501891;NON;2;;public;NON;NON;inconnu;;48.8476322997;2.3061392
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3549993, 48.879856799722106]]}";n4728237065;NON;8;;public;NON;NON;arceaux;;48.8798567997;2.3549993
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0851911, 48.989999599694784]]}";n6345638456;NON;20;;public;NON;NON;inconnu;;48.9899995997;2.0851911
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3654387, 48.891309699719265]]}";n5623107436;NON;4;;public;NON;NON;arceaux;;48.8913096997;2.3654387
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3442816, 48.82614749973541]]}";n7536821464;NON;2;;public;NON;NON;arceaux;;48.8261474997;2.3442816
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3704852, 48.873501799723684]]}";n416631578;NON;30;;public;NON;NON;arceaux;;48.8735017997;2.3704852
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3011456, 48.63690239978233]]}";n3307665761;OUI;0;;privee;NON;NON;inconnu;;48.6369023998;2.3011456
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3068804, 48.8383935997324]]}";n5628185798;NON;4;;public;NON;NON;inconnu;;48.8383935997;2.3068804
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3513836, 48.867062099725274]]}";n2180504644;NON;20;;public;NON;NON;arceaux;;48.8670620997;2.3513836
"{""type"": ""MultiPoint"", ""coordinates"": [[2.364218, 48.880260899722]]}";n5613890224;NON;12;;public;NON;NON;arceaux;;48.8802608997;2.364218
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5026331, 48.69828039976716]]}";n4569476737;NON;6;;public;NON;NON;arceaux;;48.6982803998;2.5026331
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3480709, 48.88894499971987]]}";n5339411801;NON;10;;public;NON;NON;arceaux;;48.8889449997;2.3480709
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2365147, 48.8992887997173]]}";n3645133893;NON;6;;public;NON;NON;arceaux;;48.8992887997;2.2365147
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3994887, 48.87952439972219]]}";n3679615750;NON;10;;public;NON;NON;arceaux;;48.8795243997;2.3994887
"{""type"": ""MultiPoint"", ""coordinates"": [[2.11985, 48.74985409975435]]}";n3166638612;NON;5;;public;NON;NON;ratelier;;48.7498540998;2.11985
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2940072, 48.82514399973569]]}";n5503817404;NON;4;;public;NON;NON;arceaux;;48.8251439997;2.2940072
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2542621, 48.89802359971761]]}";n3592710345;NON;8;;public;NON;NON;arceaux;;48.8980235997;2.2542621
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3282105, 48.78405959974586]]}";n5418663208;NON;6;;public;NON;NON;arceaux;;48.7840595997;2.3282105
"{""type"": ""MultiPoint"", ""coordinates"": [[2.620855097962786, 48.80475664974125]]}";w782161132;NON;0;;public;NON;NON;arceaux;;48.8047566497;2.62085509796
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2266833, 48.87132229972423]]}";n5254354197;NON;4;;public;NON;NON;arceaux;;48.8713222997;2.2266833
"{""type"": ""MultiPoint"", ""coordinates"": [[2.685686100000403, 48.268194349874285]]}";w252040470;OUI;16;;public;NON;NON;arceaux;;48.2681943499;2.6856861
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3114867, 48.88761479972018]]}";n5679746342;NON;14;;public;NON;NON;arceaux;;48.8876147997;2.3114867
