geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;notes;Lat;Lon 
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3196504, 48.8496561997296]]}";n4828783073;NON;8;;public;NON;NON;arceaux;;48.8496561997;2.3196504
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2963244, 48.84168189973156]]}";n5628185775;NON;2;;public;NON;NON;inconnu;;48.8416818997;2.2963244
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2107636, 48.70576989976527]]}";n1720377927;NON;4;;public;NON;NON;arceaux;;48.7057698998;2.2107636
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3903883, 48.89229719971903]]}";n4321726756;NON;4;;public;NON;NON;arceaux;;48.8922971997;2.3903883
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2266491, 48.871285099724226]]}";n5254354196;NON;4;;public;NON;NON;arceaux;;48.8712850997;2.2266491
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2924963, 48.82573869973554]]}";n5506559584;NON;4;;public;NON;NON;arceaux;;48.8257386997;2.2924963
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4372329, 48.84862919972984]]}";n4672384896;NON;30;40 Avenue du Château;public;NON;NON;arceaux;;48.8486291997;2.4372329
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4086997, 48.867137599725254]]}";n5528878602;NON;8;;public;NON;NON;arceaux;;48.8671375997;2.4086997
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3146308, 48.896024099718105]]}";n5620640110;NON;6;;public;NON;NON;inconnu;;48.8960240997;2.3146308
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3701274, 48.840397999731884]]}";n2430045158;NON;14;;public;NON;NON;arceaux;;48.8403979997;2.3701274
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2962039, 48.83280689973378]]}";n7578076976;NON;2;;public;NON;NON;arceaux;;48.8328068997;2.2962039
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3692207, 48.84000179973199]]}";n7607988223;NON;4;;public;NON;NON;arceaux;;48.8400017997;2.3692207
"{""type"": ""MultiPoint"", ""coordinates"": [[2.081897, 49.06424619967642]]}";n4492853795;NON;0;;public;NON;NON;inconnu;;49.0642461997;2.081897
"{""type"": ""MultiPoint"", ""coordinates"": [[2.300994604737518, 48.8105968997393]]}";w87394812;OUI;0;;public;NON;NON;arceaux;;48.8105968997;2.30099460474
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3352509, 48.77369469974844]]}";n3282040226;NON;30;;public;NON;NON;inconnu;;48.7736946997;2.3352509
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3592741, 48.872810299723845]]}";n3526359094;NON;8;;public;NON;NON;arceaux;;48.8728102997;2.3592741
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3963286, 48.87954349972218]]}";n7230452080;NON;12;;public;NON;NON;arceaux;;48.8795434997;2.3963286
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1983647, 49.00739899969048]]}";n6076480588;NON;16;;public;NON;NON;arceaux;;49.0073989997;2.1983647
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2629517, 48.722089999761245]]}";n3429184296;NON;8;;public;NON;NON;arceaux;;48.7220899998;2.2629517
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4286994, 48.84429879973092]]}";n4689211906;NON;12;15 Avenue du Petit Parc;public;NON;NON;inconnu;;48.8442987997;2.4286994
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2313299, 48.64532289978027]]}";n3295269694;NON;6;;public;NON;NON;ratelier;;48.6453228998;2.2313299
"{""type"": ""MultiPoint"", ""coordinates"": [[2.409247, 48.867118199725255]]}";n2629096047;NON;10;;public;NON;NON;arceaux;;48.8671181997;2.409247
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3177626, 48.88809219972006]]}";n5620640090;NON;8;;public;NON;NON;inconnu;;48.8880921997;2.3177626
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0377232, 48.77297279974862]]}";n5664200221;NON;4;;public;NON;NON;arceaux;;48.7729727997;2.0377232
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2488159, 48.94732319970537]]}";n4572285879;NON;7;;public;NON;NON;inconnu;;48.9473231997;2.2488159
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3697272, 48.840473899731876]]}";n7537854087;NON;16;;public;NON;NON;inconnu;;48.8404738997;2.3697272
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3297676, 48.83939599973215]]}";n7490066886;NON;4;;public;NON;NON;arceaux;;48.8393959997;2.3297676
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3742932, 48.845969699730524]]}";n5630714275;NON;6;;public;NON;NON;arceaux;;48.8459696997;2.3742932
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3895655, 48.828749999734775]]}";n7412387811;OUI;0;;privee;NON;NON;inconnu;;48.8287499997;2.3895655
"{""type"": ""MultiPoint"", ""coordinates"": [[2.402557, 48.85932829972719]]}";n4348837195;NON;12;;public;NON;NON;arceaux;;48.8593282997;2.402557
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3675259, 48.85314649972872]]}";n6340036204;OUI;6;;privee;OUI;NON;abri;;48.8531464997;2.3675259
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2455055, 48.71456619976311]]}";n1543370768;NON;6;Mairie;public;NON;NON;arceaux;;48.7145661998;2.2455055
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3056313, 48.84834119972993]]}";n5688872731;NON;4;;public;NON;NON;arceaux;;48.8483411997;2.3056313
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2400839, 48.89512039971833]]}";n3621999405;NON;8;;public;NON;NON;arceaux;;48.8951203997;2.2400839
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3655839, 48.868083199725014]]}";n2557519492;NON;10;;public;NON;NON;arceaux;;48.8680831997;2.3655839
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3386723, 48.85015939972948]]}";n6282895382;NON;6;;public;NON;NON;inconnu;;48.8501593997;2.3386723
"{""type"": ""MultiPoint"", ""coordinates"": [[1.7034359, 48.98840959969521]]}";n2623319394;OUI;32;Gare de Mantes-la-Jolie;public;NON;NON;arceaux;;48.9884095997;1.7034359
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4370961, 48.84876749972982]]}";n4672384897;NON;2;;public;NON;NON;arceaux;;48.8487674997;2.4370961
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3342606, 48.81285539973872]]}";n6312978121;NON;8;;public;NON;NON;arceaux;;48.8128553997;2.3342606
"{""type"": ""MultiPoint"", ""coordinates"": [[2.354545, 48.85737189972768]]}";n5878213675;NON;6;;public;NON;NON;arceaux;;48.8573718997;2.354545
"{""type"": ""MultiPoint"", ""coordinates"": [[2.25496093596147, 48.785131799752804]]}";w678396167;OUI;0;;privee;NON;NON;inconnu;;48.7851317998;2.25496093596
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3007962, 48.78490089974565]]}";n4034543423;NON;8;Les Blagis / CSCB;public;NON;NON;arceaux;;48.7849008997;2.3007962
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3925129, 48.857639699727635]]}";n5630745377;NON;14;;public;NON;NON;inconnu;;48.8576396997;2.3925129
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3194724, 48.86079649972684]]}";n7601938915;NON;6;;public;NON;NON;arceaux;;48.8607964997;2.3194724
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3616134, 48.86538119972569]]}";n5630787743;NON;10;;public;NON;NON;inconnu;;48.8653811997;2.3616134
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0447718, 48.78186789974641]]}";n5664223812;NON;10;;public;NON;NON;ratelier;;48.7818678997;2.0447718
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2884023, 48.83222239973392]]}";n2650141021;NON;64;;public;NON;NON;arceaux;;48.8322223997;2.2884023
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2914195, 48.77658449974771]]}";n4032169978;NON;10;;public;NON;NON;arceaux;;48.7765844997;2.2914195
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2276526, 49.024402499686275]]}";n6361882553;NON;4;;public;NON;NON;arceaux;;49.0244024997;2.2276526
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2911304, 48.874850999723336]]}";n7101367685;NON;6;;public;NON;NON;inconnu;;48.8748509997;2.2911304
"{""type"": ""MultiPoint"", ""coordinates"": [[2.277534, 48.99064639969464]]}";n6362192313;NON;10;;public;NON;NON;ratelier;;48.9906463997;2.277534
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3104376, 48.90536229971577]]}";n4350029292;NON;6;;public;NON;NON;arceaux;;48.9053622997;2.3104376
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3343312, 48.87772309972263]]}";n6485309978;NON;8;;public;NON;NON;arceaux;;48.8777230997;2.3343312
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1319861, 48.80599529974044]]}";n2479101251;NON;8;;public;NON;NON;arceaux;;48.8059952997;2.1319861
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1294027, 48.808315499739834]]}";n619797518;NON;6;;public;NON;NON;inconnu;;48.8083154997;2.1294027
"{""type"": ""MultiPoint"", ""coordinates"": [[2.6162372, 48.8061347997404]]}";n7372862681;OUI;6;;public;NON;NON;arceaux;;48.8061347997;2.6162372
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3540045, 48.87671779972289]]}";n2441684757;NON;8;;public;NON;NON;arceaux;;48.8767177997;2.3540045
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2051043, 48.88286599972137]]}";n4962541514;OUI;9;;clientele;NON;NON;ratelier;;48.8828659997;2.2051043
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2853945, 48.877916799722584]]}";n5679723106;NON;6;;public;NON;NON;arceaux;;48.8779167997;2.2853945
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3178341, 48.886292899720495]]}";n2969414051;NON;20;;public;NON;NON;arceaux;;48.8862928997;2.3178341
"{""type"": ""MultiPoint"", ""coordinates"": [[2.328093, 48.737292099757454]]}";n6905201488;NON;0;;public;NON;NON;inconnu;;48.7372920998;2.328093
"{""type"": ""MultiPoint"", ""coordinates"": [[2.366078, 48.82882179973479]]}";n5628678065;NON;14;;public;NON;NON;inconnu;;48.8288217997;2.366078
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4527916, 48.89101149971934]]}";n5036264129;NON;6;;public;NON;NON;inconnu;;48.8910114997;2.4527916
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2962199, 48.83998839973199]]}";n7578087850;NON;2;;public;NON;NON;arceaux;;48.8399883997;2.2962199
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3390643, 48.895615299718195]]}";n637257824;NON;10;;public;NON;NON;arceaux;;48.8956152997;2.3390643
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0101811, 48.533367699807926]]}";n5950826700;OUI;18;;public;NON;NON;ratelier;;48.5333676998;2.0101811
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3639679, 48.890757499719406]]}";n635876696;NON;8;;public;NON;NON;arceaux;;48.8907574997;2.3639679
"{""type"": ""MultiPoint"", ""coordinates"": [[2.377002, 48.903799599716166]]}";n7091831897;NON;12;;public;NON;NON;arceaux;;48.9037995997;2.377002
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1662765, 48.991743399694364]]}";n6362053068;NON;8;;public;NON;NON;arceaux;;48.9917433997;2.1662765
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2480982, 48.947084599705434]]}";n4572285880;NON;0;;public;NON;NON;inconnu;;48.9470845997;2.2480982
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3285472, 48.88596169972059]]}";n816848285;NON;8;;public;NON;NON;arceaux;;48.8859616997;2.3285472
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3481216, 48.81476599973827]]}";n6238207349;NON;6;;public;NON;NON;arceaux;;48.8147659997;2.3481216
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1256295, 48.7992653997421]]}";n2481231766;NON;0;;public;NON;NON;inconnu;;48.7992653997;2.1256295
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2968183, 48.86478149972585]]}";n6924773034;NON;28;;public;NON;NON;arceaux;;48.8647814997;2.2968183
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2531816, 48.73646369975768]]}";n2327965731;NON;12;Accroch' Vélo;public;NON;NON;arceaux;;48.7364636998;2.2531816
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2294063, 48.84157159973161]]}";n1362686164;NON;0;;public;NON;NON;inconnu;;48.8415715997;2.2294063
"{""type"": ""MultiPoint"", ""coordinates"": [[2.292495, 48.84718319973021]]}";n2524860469;NON;10;;public;NON;NON;arceaux;;48.8471831997;2.292495
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3550627, 48.848874899729786]]}";n2524860471;NON;20;;public;NON;NON;arceaux;;48.8488748997;2.3550627
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3007151, 48.89213349971906]]}";n5569041163;NON;12;;public;NON;NON;arceaux;;48.8921334997;2.3007151
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4589863, 48.849236499729706]]}";n429299228;NON;20;;public;NON;NON;inconnu;;48.8492364997;2.4589863
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3980169, 48.88015759972203]]}";n2320517803;NON;8;;public;NON;NON;arceaux;;48.8801575997;2.3980169
"{""type"": ""MultiPoint"", ""coordinates"": [[2.326131, 48.82614509973541]]}";n5628642403;NON;2;;public;NON;NON;inconnu;;48.8261450997;2.326131
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3013144, 48.83356939973358]]}";n7578076965;NON;2;;public;NON;NON;arceaux;;48.8335693997;2.3013144
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3654897, 48.80011749974189]]}";n4261012855;NON;12;;public;NON;NON;arceaux;;48.8001174997;2.3654897
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4149153, 48.89061629971943]]}";n7164795422;NON;9;;public;NON;NON;ratelier;;48.8906162997;2.4149153
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3616002, 48.87616239972303]]}";n4904815605;NON;10;;public;NON;NON;arceaux;;48.8761623997;2.3616002
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3620536, 48.823827499736]]}";n5628678461;NON;10;;public;NON;NON;arceaux;;48.8238274997;2.3620536
"{""type"": ""MultiPoint"", ""coordinates"": [[2.043319, 48.7818974997464]]}";n6625021555;NON;5;;public;NON;NON;arceaux;;48.7818974997;2.043319
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3607631, 48.825224499735654]]}";n5473026186;NON;12;;public;NON;NON;arceaux;;48.8252244997;2.3607631
"{""type"": ""MultiPoint"", ""coordinates"": [[1.9477552, 48.76653019975023]]}";n5664200271;NON;8;;public;NON;NON;arceaux;;48.7665301998;1.9477552
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2965782, 48.83416109973344]]}";n5688855736;NON;2;;public;NON;NON;arceaux;;48.8341610997;2.2965782
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3583546, 48.83550779973311]]}";n597835074;NON;28;;public;NON;NON;arceaux;;48.8355077997;2.3583546
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3010489, 48.83765139973255]]}";n3407822109;NON;14;;public;NON;NON;arceaux;;48.8376513997;2.3010489
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1956409, 48.89071489971942]]}";n4993467244;NON;2;;public;NON;NON;arceaux;;48.8907148997;2.1956409
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3352174, 48.859502899727154]]}";n5625240494;NON;10;;public;NON;NON;inconnu;;48.8595028997;2.3352174
"{""type"": ""MultiPoint"", ""coordinates"": [[2.9434266, 48.379829699845715]]}";n3200689489;OUI;0;;public;NON;NON;batiment;;48.3798296998;2.9434266
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2635058, 48.8395508997321]]}";n5615336512;NON;10;;public;NON;NON;inconnu;;48.8395508997;2.2635058
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5001543, 48.940728099707016]]}";n573739387;NON;6;;public;NON;NON;inconnu;;48.9407280997;2.5001543
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2533503, 48.82030679973688]]}";n5554192397;NON;6;;public;NON;NON;arceaux;;48.8203067997;2.2533503
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3178047, 48.83413019973345]]}";n2337609731;NON;24;;public;NON;NON;arceaux;;48.8341301997;2.3178047
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3591253, 48.82964939973457]]}";n4333771603;NON;10;;public;NON;NON;arceaux;;48.8296493997;2.3591253
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1563754, 48.79152769974401]]}";n6342960051;NON;0;;public;NON;NON;inconnu;;48.7915276997;2.1563754
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3291896, 48.83424059973343]]}";n7484481280;NON;24;;public;NON;NON;inconnu;;48.8342405997;2.3291896
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3480469, 48.86414799972599]]}";n5679797785;NON;10;;public;NON;NON;arceaux;;48.8641479997;2.3480469
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3583941, 48.88894919971983]]}";n630858365;NON;16;;public;NON;NON;arceaux;;48.8889491997;2.3583941
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3020262, 48.84584569973053]]}";n5688862149;NON;10;;public;NON;NON;arceaux;;48.8458456997;2.3020262
"{""type"": ""MultiPoint"", ""coordinates"": [[2.286811, 48.791276299744084]]}";n5600518874;NON;7;;public;NON;NON;autres;;48.7912762997;2.286811
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3458227, 48.894231899718534]]}";n2660044027;NON;10;;public;NON;NON;arceaux;;48.8942318997;2.3458227
"{""type"": ""MultiPoint"", ""coordinates"": [[2.301259, 48.82240699973635]]}";n5035230143;NON;0;;public;NON;NON;inconnu;;48.8224069997;2.301259
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3791906, 48.85004579972951]]}";n2190097084;NON;22;;public;NON;NON;arceaux;;48.8500457997;2.3791906
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3711889, 48.832755399733806]]}";n319695113;NON;0;;public;NON;NON;arceaux;;48.8327553997;2.3711889
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1994595, 48.70348289976586]]}";n4331196291;NON;12;;public;NON;NON;ratelier;;48.7034828998;2.1994595
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3620996, 48.86326729972622]]}";n5630787764;NON;22;;public;NON;NON;arceaux;;48.8632672997;2.3620996
"{""type"": ""MultiPoint"", ""coordinates"": [[2.277004, 48.873647699723655]]}";n2922594883;NON;8;;public;NON;NON;arceaux;;48.8736476997;2.277004
"{""type"": ""MultiPoint"", ""coordinates"": [[2.351006556139534, 48.877131849722815]]}";w209194563;NON;20;;public;NON;NON;arceaux;;48.8771318497;2.35100655614
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3155591, 48.884967999720836]]}";n5396813208;NON;10;;public;NON;NON;arceaux;;48.8849679997;2.3155591
"{""type"": ""MultiPoint"", ""coordinates"": [[2.374874, 48.9024011997165]]}";n7599931188;NON;8;;public;NON;NON;inconnu;;48.9024011997;2.374874
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3812184, 48.80003569974192]]}";n2214902527;NON;8;;public;NON;NON;inconnu;;48.8000356997;2.3812184
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3335717, 48.83021109973441]]}";n2130849707;NON;20;;public;NON;NON;arceaux;;48.8302110997;2.3335717
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3662914, 48.839755499732064]]}";n3800706004;NON;4;;public;NON;NON;inconnu;;48.8397554997;2.3662914
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3943708, 48.86512909972575]]}";n2834029123;NON;4;;public;NON;NON;arceaux;;48.8651290997;2.3943708
"{""type"": ""MultiPoint"", ""coordinates"": [[2.384396, 48.83501719973321]]}";n5630714289;NON;18;;public;NON;NON;inconnu;;48.8350171997;2.384396
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3611776, 48.89222439971904]]}";n5655761065;NON;10;;public;NON;NON;arceaux;;48.8922243997;2.3611776
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3393553, 48.86959419972465]]}";n6334241666;NON;10;;public;NON;NON;arceaux;;48.8695941997;2.3393553
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3022679, 48.844656399730844]]}";n5688861747;NON;6;;public;NON;NON;arceaux;;48.8446563997;2.3022679
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1351905, 48.89354249971872]]}";n7293255907;NON;2;;public;NON;NON;autres;;48.8935424997;2.1351905
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3441845, 48.84451219973087]]}";n5230437965;NON;38;;public;NON;NON;inconnu;;48.8445121997;2.3441845
"{""type"": ""MultiPoint"", ""coordinates"": [[2.181859898706086, 48.859379999727516]]}";w750458219;NON;0;;public;NON;NON;inconnu;;48.8593799997;2.18185989871
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1320113, 48.803956399740926]]}";n2479150018;NON;8;;public;NON;NON;inconnu;;48.8039563997;2.1320113
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2905015, 48.86556209972565]]}";n5615336500;NON;4;;public;NON;NON;inconnu;;48.8655620997;2.2905015
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3056036, 48.83263449973381]]}";n7555702989;NON;2;;public;NON;NON;arceaux;;48.8326344997;2.3056036
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2529688, 48.88840969971998]]}";n3831522866;NON;14;;public;NON;NON;arceaux;;48.8884096997;2.2529688
"{""type"": ""MultiPoint"", ""coordinates"": [[2.268751, 48.72493569976055]]}";n6269944193;NON;8;;public;NON;NON;arceaux;;48.7249356998;2.268751
"{""type"": ""MultiPoint"", ""coordinates"": [[2.590353770998423, 48.83959564975128]]}";w778526127;OUI;20;;public;NON;NON;abri;;48.8395956498;2.590353771
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3677869, 48.87201859972405]]}";n6548270527;NON;5;;public;NON;NON;ratelier;;48.8720185997;2.3677869
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1635743, 49.020146499687336]]}";n6361938136;NON;0;;public;NON;NON;arceaux;;49.0201464997;2.1635743
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3012219, 48.833288299733645]]}";n2482835046;NON;8;;public;NON;NON;arceaux;;48.8332882997;2.3012219
"{""type"": ""MultiPoint"", ""coordinates"": [[2.394452, 48.84807699973]]}";n2409286687;NON;10;;public;NON;NON;arceaux;;48.8480769997;2.394452
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1258686, 48.82568849973554]]}";n5666948024;NON;20;;public;NON;NON;inconnu;;48.8256884997;2.1258686
"{""type"": ""MultiPoint"", ""coordinates"": [[2.133298, 48.80904979973967]]}";n3966675078;NON;6;;public;NON;NON;arceaux;;48.8090497997;2.133298
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2906997, 48.77664379974769]]}";n4032169979;NON;8;;public;NON;NON;arceaux;;48.7766437997;2.2906997
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3497369, 48.86205199972653]]}";n2276138380;NON;6;;public;NON;NON;arceaux;;48.8620519997;2.3497369
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3795017, 48.84530899973068]]}";n5418575498;NON;10;;public;NON;NON;arceaux;;48.8453089997;2.3795017
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3275492, 48.88832979972001]]}";n1039957139;NON;0;;public;NON;NON;inconnu;;48.8883297997;2.3275492
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3572142, 48.747712999754896]]}";n7101016212;OUI;6;;public;NON;NON;arceaux;;48.7477129998;2.3572142
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2859783, 48.72862689975961]]}";n5150744166;NON;10;;public;NON;NON;arceaux;;48.7286268998;2.2859783
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0622474, 48.84130259973168]]}";n2811605446;OUI;0;;public;NON;NON;inconnu;;48.8413025997;2.0622474
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3671096, 48.82843769973487]]}";n5334880989;NON;12;;public;NON;NON;arceaux;;48.8284376997;2.3671096
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3055998, 48.85015909972945]]}";n5688872475;NON;8;;public;NON;NON;arceaux;;48.8501590997;2.3055998
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2781676, 48.89807469971759]]}";n3712387539;OUI;36;;public;NON;NON;arceaux;;48.8980746997;2.2781676
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4109475, 48.92088689971193]]}";n2161373288;NON;0;;public;NON;NON;inconnu;;48.9208868997;2.4109475
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3208777, 48.793253099743595]]}";n3202313095;OUI;30;Véligo;public;NON;NON;arceaux;;48.7932530997;2.3208777
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3222763, 48.828918499734755]]}";n2650141019;NON;14;;public;NON;NON;arceaux;;48.8289184997;2.3222763
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2619133, 48.72522129976047]]}";n7232971302;OUI;10;;clientele;NON;NON;arceaux;;48.7252212998;2.2619133
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3789781, 48.82810249973493]]}";n7537095839;NON;4;;public;NON;NON;arceaux;;48.8281024997;2.3789781
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3277275, 48.82229839973638]]}";n4333771597;NON;10;;public;NON;NON;arceaux;;48.8222983997;2.3277275
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1664953, 48.7101878997642]]}";n6573902936;NON;12;;public;NON;NON;arceaux;;48.7101878998;2.1664953
"{""type"": ""MultiPoint"", ""coordinates"": [[2.180046, 48.98040889969717]]}";n2396256820;OUI;0;;public;NON;NON;arceaux;;48.9804088997;2.180046
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0747367, 48.98928549969497]]}";n2790466390;NON;0;;public;NON;NON;inconnu;;48.9892854997;2.0747367
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1682516, 48.88616299972055]]}";n2611646187;OUI;50;;clientele;OUI;NON;abri;;48.8861629997;2.1682516
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2973784, 48.89583809971813]]}";n4095808256;OUI;6;;public;NON;NON;arceaux;;48.8958380997;2.2973784
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4469834, 48.802745699741244]]}";n4115037349;OUI;40;Véligo;clientele;OUI;NON;abri;;48.8027456997;2.4469834
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2904027, 48.56505079980011]]}";n1766072382;OUI;16;;public;NON;NON;arceaux;;48.5650507998;2.2904027
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3498556, 48.88047269972195]]}";n5679785782;NON;10;;public;NON;NON;arceaux;;48.8804726997;2.3498556
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2715011, 48.881556799721686]]}";n7112542274;NON;6;;public;NON;NON;arceaux;;48.8815567997;2.2715011
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2990886, 48.88442299972098]]}";n5215669217;NON;10;;public;NON;NON;arceaux;;48.8844229997;2.2990886
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3428055, 48.878412199722455]]}";n2177689744;NON;8;;public;NON;NON;arceaux;;48.8784121997;2.3428055
